date,x,y,vx,vy
11-04-2023,-5.482888715266839E+07,9.234824098889400E+07,-3.023245486555783E+01,-1.807227457432163E+01
12-04-2023,-5.741875617432468E+07,9.075017202184752E+07,-2.971422306453836E+01,-1.891761713004639E+01
13-04-2023,-5.996282085055235E+07,8.907970922333851E+07,-2.917224028290731E+01,-1.974794362474964E+01
14-04-2023,-6.245904783913480E+07,8.733817936985262E+07,-2.860694371591400E+01,-2.056257589012619E+01
15-04-2023,-6.490544243182476E+07,8.552696727099319E+07,-2.801879040705079E+01,-2.136084883856793E+01
16-04-2023,-6.730005025187165E+07,8.364751461281137E+07,-2.740825684322826E+01,-2.214211107367047E+01
17-04-2023,-6.964095891567773E+07,8.170131874897960E+07,-2.677583852849332E+01,-2.290572548802116E+01
18-04-2023,-7.192629965675309E+07,7.968993144091825E+07,-2.612204953812081E+01,-2.365106984638276E+01
19-04-2023,-7.415424891030599E+07,7.761495754818714E+07,-2.544742205330351E+01,-2.437753735378186E+01
20-04-2023,-7.632302985681319E+07,7.547805367047104E+07,-2.475250587702648E+01,-2.508453720780898E+01
21-04-2023,-7.843091392297141E+07,7.328092674255475E+07,-2.403786793174942E+01,-2.577149513440842E+01
22-04-2023,-8.047622223848578E+07,7.102533258374387E+07,-2.330409173954518E+01,-2.643785390646932E+01
23-04-2023,-8.245732704720861E+07,6.871307440324603E+07,-2.255177688536621E+01,-2.708307384456355E+01
24-04-2023,-8.437265307120031E+07,6.634600126308224E+07,-2.178153846413426E+01,-2.770663329921013E+01
25-04-2023,-8.622067882634597E+07,6.392600650014967E+07,-2.099400651237200E+01,-2.830802911407983E+01
26-04-2023,-8.799993788822351E+07,6.145502610910703E+07,-2.018982542511808E+01,-2.888677706958746E+01
27-04-2023,-8.970902010698529E+07,5.893503708779965E+07,-1.936965335889024E+01,-2.944241230635350E+01
28-04-2023,-9.134657277008089E+07,5.636805574698462E+07,-1.853416162148314E+01,-2.997448972805074E+01
29-04-2023,-9.291130171171913E+07,5.375613598615691E+07,-1.768403404941014E+01,-3.048258438318559E+01
30-04-2023,-9.440197236803666E+07,5.110136753731469E+07,-1.681996637382017E+01,-3.096629182539763E+01
01-05-2023,-9.581741077701296E+07,4.840587417853433E+07,-1.594266557565977E+01,-3.142522845197212E+01
02-05-2023,-9.715650452223693E+07,4.567181191925527E+07,-1.505284923101804E+01,-3.185903182010321E+01
03-05-2023,-9.841820361972307E+07,4.290136715920626E+07,-1.415124484749850E+01,-3.226736094076041E+01
04-05-2023,-9.960152134702413E+07,4.009675482292375E+07,-1.323858919236746E+01,-3.264989654978194E+01
05-05-2023,-1.007055350139812E+08,3.726021647183589E+07,-1.231562761352327E+01,-3.300634135605638E+01
06-05-2023,-1.017293866745225E+08,3.439401839590141E+07,-1.138311335406121E+01,-3.333642026657991E+01
07-05-2023,-1.026722837789961E+08,3.150044968680763E+07,-1.044180686133114E+01,-3.363988058825409E+01
08-05-2023,-1.035334997665992E+08,2.858182029474156E+07,-9.492475091378259E+00,-3.391649220632585E+01
09-05-2023,-1.043123745975440E+08,2.564045907075524E+07,-8.535890809651006E+00,-3.416604773940853E+01
10-05-2023,-1.050083152246745E+08,2.267871179674984E+07,-7.572831888853435E+00,-3.438836267105982E+01
11-05-2023,-1.056207960043265E+08,1.969893920510402E+07,-6.604080604812765E+00,-3.458327545792945E+01
12-05-2023,-1.061493590462947E+08,1.670351498996869E+07,-5.630422931226466E+00,-3.475064761452629E+01
13-05-2023,-1.065936145028500E+08,1.369482381224506E+07,-4.652647834146495E+00,-3.489036377469170E+01
14-05-2023,-1.069532407968185E+08,1.067525930025327E+07,-3.671546567051831E+00,-3.500233172990295E+01
15-05-2023,-1.072279847888106E+08,7.647222048086956E+06,-2.687911967353976E+00,-3.508648244456738E+01
16-05-2023,-1.074176618837609E+08,4.613117613633414E+06,-1.702537755173406E+00,-3.514277004850499E+01
17-05-2023,-1.075221560770067E+08,1.575354518221318E+06,-7.162178350920989E-01,-3.517117180681198E+01
18-05-2023,-1.075414199401981E+08,-1.463657750158994E+06,2.702543981484986E-01,-3.517168806739996E+01
19-05-2023,-1.074754745474179E+08,-4.501510728153167E+06,1.256086749375507E+00,-3.514434218652244E+01
20-05-2023,-1.073244093419323E+08,-7.535798960958083E+06,2.240488907344889E+00,-3.508918043248823E+01
21-05-2023,-1.070883819440734E+08,-1.056412197699576E+07,3.222673122967030E+00,-3.500627186805686E+01
22-05-2023,-1.067676179008128E+08,-1.358408625151478E+07,4.201854880716455E+00,-3.489570821180165E+01
23-05-2023,-1.063624103776446E+08,-1.659330715731961E+07,5.177253562529859E+00,-3.475760367885242E+01
24-05-2023,-1.058731197934564E+08,-1.958941090086475E+07,6.148093103523204E+00,-3.459209480144766E+01
25-05-2023,-1.053001733991232E+08,-2.257003644198836E+07,7.113602638885101E+00,-3.439934022974499E+01
26-05-2023,-1.046440648006127E+08,-2.553283739559993E+07,8.073017141330313E+00,-3.417952051335645E+01
27-05-2023,-1.039053534274443E+08,-2.847548391367717E+07,9.025578048523666E+00,-3.393283786409418E+01
28-05-2023,-1.030846639473923E+08,-3.139566454597064E+07,9.970533879911311E+00,-3.365951590043000E+01
29-05-2023,-1.021826856283710E+08,-3.429108807785831E+07,1.090714084242273E+01,-3.335979937419104E+01
30-05-2023,-1.012001716484876E+08,-3.715948534383870E+07,1.183466342453362E+01,-3.303395388003175E+01
31-05-2023,-1.001379383552876E+08,-3.999861101519838E+07,1.275237497820610E+01,-3.268226554824113E+01
01-06-2023,-9.899686447526123E+07,-4.280624536043876E+07,1.365955828824973E+01,-3.230504072146246E+01
02-06-2023,-9.777789027471422E+07,-4.558019597709498E+07,1.455550612871335E+01,-3.190260561581306E+01
03-06-2023,-9.648201667314419E+07,-4.831829949362484E+07,1.543952180584085E+01,-3.147530596712894E+01
04-06-2023,-9.511030431029481E+07,-5.101842324011300E+07,1.631091968731703E+01,-3.102350666283776E+01
05-06-2023,-9.366387256809261E+07,-5.367846688656470E+07,1.716902571737148E+01,-3.054759136002457E+01
06-06-2023,-9.214389854869725E+07,-5.629636404763113E+07,1.801317791750395E+01,-3.004796209039086E+01
07-06-2023,-9.055161600992219E+07,-5.887008385265576E+07,1.884272687251438E+01,-2.952503885264469E+01
08-06-2023,-8.888831425930619E+07,-6.139763247998258E+07,1.965703620158779E+01,-2.897925919293913E+01
09-06-2023,-8.715533700813699E+07,-6.387705465451981E+07,2.045548301421025E+01,-2.841107777397126E+01
10-06-2023,-8.535408118674619E+07,-6.630643510760584E+07,2.123745835071738E+01,-2.782096593334819E+01
11-06-2023,-8.348599572241117E+07,-6.868389999827595E+07,2.200236760730178E+01,-2.720941123182122E+01
